t,seen,trust,why,tgt_pinky,tgt_ring,tgt_middle,tgt_index,tgt_thumb_bend,tgt_thumb_rot,curl_pinky,curl_ring,curl_middle,curl_index,thumb_flexion,opposition,ang_pinky,ang_ring,ang_middle,ang_index,ang_thumb_bend,ang_thumb_rot,cur_pinky,cur_ring,cur_middle,cur_index,cur_thumb_bend,cur_thumb_rot,sta_pinky,sta_ring,sta_middle,sta_index,sta_thumb_bend,sta_thumb_rot,gain_pinky,gain_ring,gain_middle,gain_index,gain_thumb_bend,gain_thumb_rot,sent_pinky,sent_ring,sent_middle,sent_index,sent_thumb_bend,sent_thumb_rot,sent,mode,applying,deg
1786353675.615155,1,1,,1420.0000,1643.0000,1613.0000,1678.0000,1351.0000,1387.0000,110.680,73.649,78.643,67.759,36.261,53.324,1655,1754,1728,1782,1351,1171,94,97,100,0,28,18,1,1,1,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1432.6017,1702.2302,1642.2960,1743.7599,1357.2977,1285.8397,1,on,1,1.5000
1786353675.651145,1,1,,1628.0000,1699.0000,1850.0000,1630.0000,1349.0000,1453.0000,76.041,64.235,33.858,75.856,36.564,47.959,1633,1732,1706,1782,1353,1179,84,67,101,16,0,85,1,1,1,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1458.6958,1702.2302,1670.6794,1717.3221,1357.2977,1341.7781,1,on,1,1.5000
1786353675.683156,1,1,,1584.0000,1488.0000,1843.0000,1484.0000,1349.0000,1463.0000,83.487,99.329,40.345,100.097,36.582,47.172,1616,1715,1683,1775,1353,1210,82,0,15,109,29,76,1,1,1,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1484.8003,1645.2352,1714.3814,1641.5953,1357.2977,1377.7629,1,on,1,1.5000
1786353675.715152,1,1,,1609.0000,1521.0000,1774.0000,1562.0000,1314.0000,1348.0000,79.288,93.893,51.816,87.139,42.010,56.530,1605,1714,1682,1757,1354,1230,80,57,26,106,22,103,1,1,0,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1515.2069,1611.1495,1727.2846,1619.5879,1357.2977,1377.7629,1,on,1,1.5000
1786353675.751150,1,1,,1618.0000,1545.0000,1554.0000,1611.0000,1368.0000,1093.0000,77.741,89.922,88.395,78.876,33.547,77.123,1587,1705,1680,1733,1355,1264,74,80,54,82,13,85,1,1,0,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1541.8713,1594.8332,1709.7364,1619.5879,1357.2977,1305.2329,1,on,1,1.5000
1786353675.783198,1,1,,1537.0000,1345.0000,1364.0000,1528.0000,1375.0000,890.0000,91.297,123.149,119.906,92.701,32.105,105.738,1569,1682,1685,1704,1355,1289,81,89,35,78,0,11,1,1,0,1,0,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1541.8713,1509.7881,1587.8338,1599.8790,1357.2977,1128.1470,1,on,1,1.5000
1786353675.815171,1,0,handedness unsure,1576.0000,1519.0000,1360.0000,1426.0000,1317.0000,890.0000,84.807,94.141,120.675,109.720,41.562,134.275,1552,1656,1694,1680,1355,1294,70,66,18,67,0,24,1,1,1,1,0,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1541.8713,1509.7881,1500.2363,1551.4019,1357.2977,1128.1470,1,on,1,1.5000
1786353675.851105,1,1,,1614.0000,1597.0000,1529.0000,1636.0000,1203.0000,1168.0000,78.399,81.210,92.603,74.808,59.361,71.058,1549,1634,1696,1660,1355,1295,40,81,40,61,0,41,1,1,1,1,0,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1556.7643,1509.7881,1500.2363,1551.4019,1327.5615,1128.1470,1,on,1,1.5000
1786353675.883200,1,1,,1617.0000,1599.0000,1494.0000,1672.0000,1293.0000,1126.0000,77.921,81.010,98.434,68.716,45.257,74.423,1544,1614,1684,1637,1355,1289,0,90,99,46,0,145,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1523.6856,1500.2363,1571.6692,1327.5615,1128.1470,1,on,1,1.5000
1786353675.915194,1,1,,1614.0000,1559.0000,1499.0000,1599.0000,1326.0000,1108.0000,78.367,87.560,97.516,80.892,40.129,75.906,1544,1599,1665,1626,1355,1264,23,71,79,55,23,140,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1523.6856,1500.2363,1571.6692,1327.5615,1128.1470,0,on,1,1.5000
1786353675.951195,1,1,,1567.0000,1516.0000,1528.0000,1565.0000,1322.0000,1105.0000,86.301,94.687,92.684,86.656,40.756,76.123,1544,1580,1641,1609,1354,1226,19,86,104,58,70,140,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1523.6856,1500.2363,1571.6692,1327.5615,1128.1470,0,on,1,1.5000
1786353675.983210,1,1,,1532.0000,1426.0000,1471.0000,1524.0000,1375.0000,1066.0000,92.089,109.663,102.198,93.421,30.799,79.321,1551,1561,1616,1589,1349,1192,14,82,77,41,71,123,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1523.6856,1500.2363,1571.6692,1327.5615,1128.1470,0,on,1,1.5000
1786353676.015348,1,1,,1477.0000,1361.0000,1485.0000,1568.0000,1356.0000,1260.0000,101.150,120.416,99.931,86.088,35.456,63.575,1553,1544,1596,1578,1345,1161,18,79,84,0,82,98,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1480.3508,1500.2363,1571.6692,1327.5615,1128.1470,1,on,1,1.5000
1786353676.051045,1,1,,1564.0000,1463.0000,1515.0000,1545.0000,1315.0000,1287.0000,86.775,103.569,94.811,89.882,41.803,61.430,1559,1532,1574,1576,1341,1140,24,24,86,19,81,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,1566.1718,1480.3508,1500.2363,1571.6692,1327.5615,1170.5393,1,on,1,1.5000
1786353676.083040,0,1,,,,,,,,,,,,,,1562,1530,1561,1575,1337,1140,0,74,82,0,67,0,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.119093,0,1,,,,,,,,,,,,,,1563,1516,1543,1575,1333,1139,0,91,80,8,48,27,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.159544,0,1,,,,,,,,,,,,,,1563,1493,1520,1574,1330,1138,0,40,79,27,0,43,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.199791,0,1,,,,,,,,,,,,,,1563,1489,1509,1569,1330,1150,0,38,19,0,29,19,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.229018,0,1,,,,,,,,,,,,,,1563,1485,1505,1569,1329,1156,0,31,23,0,26,10,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.259712,0,1,,,,,,,,,,,,,,1563,1483,1503,1569,1328,1161,0,19,18,0,21,17,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.291623,0,1,,,,,,,,,,,,,,1563,1482,1502,1569,1327,1168,0,17,17,0,15,17,0,1,1,1,1,0,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.319205,0,1,,,,,,,,,,,,,,1563,1481,1502,1569,1327,1170,0,0,16,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
1786353676.355291,0,1,,,,,,,,,,,,,,1563,1482,1501,1569,1327,1170,0,0,18,0,0,0,0,1,1,1,1,1,6.0177,6.0177,6.0177,6.0177,6.4208,12.3552,,,,,,,0,on,1,1.5000
