t,seen,trust,why,tgt_pinky,tgt_ring,tgt_middle,tgt_index,tgt_thumb_bend,tgt_thumb_rot,curl_pinky,curl_ring,curl_middle,curl_index,thumb_flexion,opposition,ang_pinky,ang_ring,ang_middle,ang_index,ang_thumb_bend,ang_thumb_rot,cur_pinky,cur_ring,cur_middle,cur_index,cur_thumb_bend,cur_thumb_rot,sta_pinky,sta_ring,sta_middle,sta_index,sta_thumb_bend,sta_thumb_rot,gain_pinky,gain_ring,gain_middle,gain_index,gain_thumb_bend,gain_thumb_rot,sent_pinky,sent_ring,sent_middle,sent_index,sent_thumb_bend,sent_thumb_rot,sent,mode,applying,deg
1786353607.752675,1,1,,1715.0000,1665.0000,1692.0000,1690.0000,1328.0000,1545.0000,36.322,46.439,41.030,41.414,28.111,31.439,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1669.2980,1679.1906,1665.6003,1677.8459,1302.8633,1527.0315,0,on,1,1.5000
1786353607.783338,1,1,,1708.0000,1605.0000,1631.0000,1661.0000,1328.0000,1553.0000,37.717,58.401,53.277,47.111,28.178,30.331,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1678.9057,1679.1906,1665.6003,1677.8459,1302.8633,1527.0315,0,on,1,1.5000
1786353607.815845,1,1,,1603.0000,1527.0000,1547.0000,1626.0000,1355.0000,1580.0000,58.826,73.921,70.082,54.229,18.914,26.517,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1678.9057,1640.9030,1650.0390,1677.8459,1311.8086,1540.4234,0,on,1,1.5000
1786353607.847883,1,1,,1397.0000,1316.0000,1316.0000,1509.0000,1336.0000,1499.0000,100.063,116.246,116.233,77.550,25.482,37.901,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1592.4287,1516.7143,1528.9255,1638.1921,1311.8086,1540.4234,0,on,1,1.5000
1786353607.883832,1,1,,1263.0000,1177.0000,1148.0000,1231.0000,1334.0000,1474.0000,126.842,144.095,150.049,133.277,26.183,41.478,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1451.6810,1358.0203,1347.5747,1460.3523,1311.8086,1540.4234,0,on,1,1.5000
1786353607.915868,1,1,,1237.0000,1146.0000,1144.0000,1182.0000,1264.0000,1429.0000,132.033,150.436,150.849,143.234,50.269,47.865,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1365.2785,1268.2476,1261.1097,1338.6146,1311.8086,1515.4653,0,on,1,1.5000
1786353607.947976,1,1,,1129.0000,1078.0000,1105.0000,1126.0000,1232.0000,1444.0000,153.746,164.045,158.592,154.391,61.080,45.719,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,1,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1267.2065,1191.3272,1200.5937,1248.6184,1303.6177,1502.6331,0,on,1,1.5000
1786353607.983343,1,1,,1120.0000,1057.0000,1078.0000,1111.0000,1238.0000,1431.0000,155.607,168.102,163.918,157.363,59.228,47.480,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1209.9433,1140.9743,1156.8064,1195.0838,1293.3737,1488.8268,0,on,1,1.5000
1786353608.015877,1,1,,1098.0000,1040.0000,1061.0000,1072.0000,1233.0000,1356.0000,160.039,171.627,167.385,165.169,60.781,58.099,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1173.3824,1109.6009,1128.4126,1154.0141,1284.0109,1457.1517,0,on,1,1.5000
1786353608.047857,1,1,,1106.0000,1034.0000,1061.0000,1089.0000,1212.0000,1392.0000,158.451,172.874,167.303,161.864,68.087,53.076,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1155.4328,1089.7547,1111.7480,1136.5116,1271.7448,1443.4492,0,on,1,1.5000
1786353608.083854,1,1,,1100.0000,1034.0000,1057.0000,1085.0000,1203.0000,1411.0000,159.625,174.231,168.282,162.538,71.130,50.376,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1076.9236,1099.7341,1124.6261,1258.9226,1443.4492,0,on,1,1.5000
1786353608.115861,1,1,,1108.0000,1034.0000,1060.0000,1098.0000,1216.0000,1494.0000,158.027,173.185,167.605,160.045,66.859,38.586,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1099.7341,1124.6261,1252.4498,1443.4492,0,on,1,1.5000
1786353608.147345,1,1,,1138.0000,1053.0000,1072.0000,1117.0000,1241.0000,1552.0000,151.866,168.980,165.279,156.088,58.133,30.391,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1252.4498,1454.5501,0,on,1,1.5000
1786353608.183325,1,1,,1158.0000,1072.0000,1081.0000,1122.0000,1232.0000,1617.0000,147.989,165.250,163.471,155.081,61.153,21.233,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1252.4498,1495.8501,0,on,1,1.5000
1786353608.215860,1,1,,1145.0000,1073.0000,1065.0000,1107.0000,1228.0000,1574.0000,150.469,164.971,166.642,158.255,62.611,27.301,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1247.7048,1513.1653,0,on,1,1.5000
1786353608.247828,1,1,,1150.0000,1079.0000,1087.0000,1134.0000,1239.0000,1582.0000,149.574,163.858,162.190,152.674,58.941,26.106,1648,1607,1604,1573,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1247.7048,1527.1906,0,on,1,1.5000
1786353608.283854,1,1,,1146.0000,1082.0000,1092.0000,1133.0000,1229.0000,1560.0000,150.344,163.256,161.256,153.046,62.060,29.315,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1247.7048,1527.1906,0,on,1,1.5000
1786353608.315873,1,1,,1164.0000,1113.0000,1112.0000,1156.0000,1241.0000,1564.0000,146.787,156.917,157.177,148.388,58.222,28.752,1648,1607,1604,1573,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1142.5529,1069.4185,1090.5059,1124.6261,1247.7048,1527.1906,0,on,1,1.5000
1786353608.347839,1,1,,1227.0000,1173.0000,1164.0000,1206.0000,1235.0000,1533.0000,134.093,145.041,146.720,138.371,60.154,33.162,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1151.6035,1088.1379,1090.5059,1133.8483,1247.7048,1527.1906,0,on,1,1.5000
1786353608.383348,1,1,,1319.0000,1296.0000,1289.0000,1354.0000,1226.0000,1547.0000,115.762,120.401,121.787,108.644,63.173,31.060,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1194.6120,1150.2108,1148.4537,1199.5134,1247.7048,1527.1906,0,on,1,1.5000
1786353608.415337,1,1,,1401.0000,1419.0000,1421.0000,1502.0000,1275.0000,1523.0000,99.184,95.573,95.307,79.034,46.559,34.460,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1260.2274,1250.3145,1247.2436,1317.5856,1247.7048,1527.1906,0,on,1,1.5000
1786353608.447378,1,1,,1596.0000,1590.0000,1588.0000,1626.0000,1356.0000,1567.0000,60.165,61.346,61.832,54.280,18.395,28.240,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1402.3199,1402.3049,1398.4243,1453.8868,1261.6499,1538.5862,0,on,1,1.5000
1786353608.483863,1,1,,1709.0000,1675.0000,1685.0000,1693.0000,1375.0000,1579.0000,37.631,44.417,42.404,40.763,8.639,26.628,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1547.7715,1531.1958,1534.9482,1562.7094,1286.4640,1538.5862,0,on,1,1.5000
1786353608.515554,1,1,,1671.0000,1715.0000,1709.0000,1713.0000,1359.0000,1560.0000,45.117,36.426,37.603,36.748,17.374,29.349,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1594.5666,1606.4826,1605.8120,1620.0887,1300.5482,1538.5862,0,on,1,1.5000
1786353608.547461,1,1,,1634.0000,1712.0000,1698.0000,1726.0000,1327.0000,1543.0000,52.517,36.943,39.804,34.122,28.385,31.689,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1643.4661,1637.2330,1655.2798,1300.5482,1538.5862,0,on,1,1.5000
1786353608.584052,1,1,,1605.0000,1716.0000,1699.0000,1720.0000,1314.0000,1551.0000,58.305,36.245,39.529,35.277,32.848,30.500,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1665.5259,1655.1117,1673.7774,1305.5629,1538.5862,0,on,1,1.5000
1786353608.615945,1,1,,1606.0000,1720.0000,1706.0000,1728.0000,1317.0000,1538.0000,58.183,35.345,38.189,33.841,32.088,32.385,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1677.8392,1666.0149,1685.4346,1305.5629,1538.5862,0,on,1,1.5000
1786353608.647891,1,1,,1603.0000,1727.0000,1705.0000,1724.0000,1311.0000,1540.0000,58.833,33.981,38.437,34.530,34.162,32.054,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1687.2100,1666.0149,1685.4346,1305.5629,1538.5862,0,on,1,1.5000
1786353608.683874,1,1,,1591.0000,1716.0000,1698.0000,1730.0000,1309.0000,1546.0000,61.150,36.171,39.657,33.254,34.732,31.209,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1687.2100,1676.4103,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
1786353608.715478,1,1,,1610.0000,1720.0000,1702.0000,1715.0000,1320.0000,1534.0000,57.397,35.273,39.005,36.347,30.925,32.977,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1695.1285,1676.4103,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
1786353608.747853,1,1,,1603.0000,1725.0000,1707.0000,1720.0000,1320.0000,1530.0000,58.725,34.384,38.050,35.422,30.859,33.487,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1695.1285,1676.4103,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
1786353608.783323,1,1,,1613.0000,1720.0000,1704.0000,1717.0000,1318.0000,1526.0000,56.766,35.252,38.588,36.040,31.583,34.078,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1695.1285,1684.0622,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
1786353608.815855,1,1,,1618.0000,1723.0000,1708.0000,1719.0000,1316.0000,1535.0000,55.725,34.828,37.849,35.492,32.368,32.804,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1695.1285,1684.0622,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
1786353608.847853,1,1,,1615.0000,1724.0000,1707.0000,1723.0000,1315.0000,1534.0000,56.426,34.537,37.965,34.649,32.606,32.952,1648,1607,1604,1572,1251,1521,0,0,0,0,0,0,2,2,2,2,2,2,4.9908,4.9908,4.9908,4.9908,2.9084,7.0640,1605.8671,1704.0802,1684.0622,1698.0908,1305.5629,1538.5862,0,on,1,1.5000
