9.0,1.0,-1.0,-2.0,-2.0,8.0,0.0,7.0
-15.0,0.0,8.0,21.0,-4.0,-2.0,-1.0,-8.0
3.0,0.0,-1.0,4.0,0.0,-7.0,-1.0,-7.0
-4.0,-1.0,-5.0,-10.0,2.0,-7.0,-5.0,-13.0
7.0,0.0,3.0,4.0,-1.0,1.0,1.0,9.0
-1.0,5.0,0.0,11.0,4.0,0.0,3.0,5.0
-13.0,-8.0,0.0,-3.0,-2.0,9.0,-3.0,-21.0
1.0,-2.0,-2.0,-5.0,-1.0,0.0,5.0,12.0
1.0,-3.0,-9.0,-12.0,-2.0,-1.0,-4.0,5.0
13.0,3.0,6.0,13.0,0.0,13.0,4.0,29.0
-4.0,0.0,-2.0,7.0,4.0,-10.0,-4.0,-14.0
-4.0,-1.0,2.0,2.0,2.0,-2.0,-1.0,-7.0
-5.0,-3.0,-4.0,-16.0,2.0,6.0,-2.0,-7.0
-7.0,-6.0,-4.0,-2.0,-3.0,-7.0,-1.0,-12.0
-3.0,4.0,3.0,9.0,-4.0,-6.0,1.0,21.0
7.0,-2.0,-4.0,-5.0,1.0,5.0,2.0,4.0
0.0,1.0,4.0,0.0,-2.0,-11.0,-5.0,5.0
-5.0,-3.0,-6.0,-11.0,-4.0,1.0,-2.0,-7.0
2.0,-2.0,1.0,-5.0,-4.0,5.0,1.0,13.0
-1.0,6.0,2.0,-6.0,0.0,-8.0,-2.0,-5.0
-4.0,-3.0,2.0,13.0,1.0,4.0,-2.0,-19.0
8.0,-3.0,-13.0,-16.0,-3.0,-6.0,3.0,17.0
-9.0,-4.0,2.0,2.0,-1.0,-10.0,-9.0,-40.0
-3.0,0.0,-1.0,-5.0,0.0,3.0,6.0,2.0
5.0,2.0,3.0,-7.0,0.0,9.0,-2.0,16.0
-2.0,2.0,2.0,18.0,1.0,2.0,3.0,-1.0
1.0,-1.0,-2.0,0.0,0.0,-9.0,-3.0,-3.0
-2.0,-2.0,6.0,20.0,-3.0,0.0,-2.0,-19.0
-5.0,-3.0,-6.0,-26.0,3.0,-2.0,4.0,-3.0
2.0,-1.0,2.0,13.0,0.0,-9.0,2.0,-4.0
-1.0,-4.0,-2.0,-10.0,-4.0,-1.0,4.0,13.0
2.0,4.0,0.0,-7.0,-2.0,-4.0,-3.0,-4.0
-5.0,-3.0,-2.0,27.0,2.0,-3.0,-3.0,-8.0
-1.0,-5.0,-2.0,-14.0,0.0,16.0,4.0,5.0
8.0,0.0,-4.0,-11.0,-3.0,-11.0,-6.0,5.0
-2.0,4.0,5.0,22.0,0.0,-8.0,3.0,-12.0
-1.0,-2.0,-5.0,-15.0,-4.0,-9.0,-4.0,-9.0
-10.0,2.0,9.0,12.0,-1.0,0.0,-2.0,-16.0
3.0,2.0,-1.0,-12.0,4.0,3.0,1.0,1.0
-6.0,-7.0,-3.0,-6.0,-3.0,-12.0,-3.0,-24.0
10.0,5.0,1.0,9.0,3.0,-6.0,-4.0,7.0
-6.0,-2.0,4.0,-4.0,-1.0,-4.0,-4.0,-7.0
-2.0,-1.0,-3.0,-2.0,-4.0,5.0,2.0,3.0
-1.0,0.0,-4.0,-8.0,-3.0,-1.0,-3.0,4.0
-3.0,-2.0,2.0,8.0,-1.0,0.0,1.0,5.0
-1.0,0.0,-2.0,-10.0,0.0,-8.0,-9.0,-10.0
-1.0,-2.0,-4.0,3.0,0.0,-6.0,-1.0,10.0
2.0,5.0,8.0,3.0,-2.0,7.0,4.0,11.0
2.0,-4.0,-7.0,-2.0,-1.0,-11.0,4.0,10.0
-8.0,-4.0,-9.0,-2.0,1.0,-10.0,-5.0,-11.0
11.0,2.0,0.0,-4.0,1.0,-12.0,1.0,-9.0
4.0,0.0,1.0,0.0,-2.0,-3.0,-4.0,5.0
-6.0,1.0,8.0,11.0,0.0,19.0,0.0,-4.0
5.0,1.0,-4.0,-9.0,-3.0,-12.0,-1.0,2.0
9.0,1.0,-3.0,3.0,5.0,2.0,1.0,16.0
-12.0,-8.0,-10.0,-11.0,2.0,-2.0,-8.0,-6.0
11.0,0.0,4.0,2.0,-2.0,-6.0,8.0,40.0
-6.0,-3.0,-4.0,-3.0,3.0,1.0,-1.0,-8.0
-2.0,3.0,6.0,10.0,-6.0,8.0,-2.0,-1.0
-1.0,-4.0,-4.0,4.0,1.0,-2.0,-5.0,-6.0
-7.0,2.0,-4.0,-14.0,-5.0,-4.0,-4.0,-20.0
4.0,-3.0,0.0,1.0,-1.0,-1.0,0.0,11.0
-4.0,-3.0,-3.0,-8.0,-3.0,-5.0,3.0,-8.0
1.0,-3.0,-2.0,3.0,4.0,-1.0,-3.0,2.0
-11.0,-2.0,-4.0,2.0,-4.0,-3.0,-2.0,-14.0
3.0,1.0,1.0,-8.0,0.0,5.0,3.0,5.0
-5.0,-2.0,0.0,-8.0,-2.0,1.0,0.0,-2.0
3.0,-1.0,-4.0,-3.0,-2.0,12.0,5.0,9.0
-4.0,-1.0,3.0,5.0,5.0,-10.0,2.0,-19.0
124.0,127.0,127.0,118.0,127.0,13.0,0.0,27.0
-9.0,-3.0,1.0,8.0,-4.0,2.0,-7.0,-14.0
13.0,4.0,0.0,-5.0,0.0,0.0,1.0,24.0
-4.0,-1.0,0.0,-9.0,-3.0,4.0,1.0,-7.0
127.0,123.0,115.0,116.0,122.0,127.0,127.0,127.0
7.0,-2.0,-6.0,-4.0,4.0,8.0,4.0,19.0
-6.0,1.0,3.0,15.0,0.0,-5.0,-1.0,-4.0
4.0,-2.0,-4.0,-8.0,0.0,0.0,0.0,-1.0
127.0,124.0,127.0,127.0,127.0,120.0,126.0,122.0
-7.0,3.0,6.0,15.0,-5.0,7.0,3.0,-9.0
-2.0,0.0,2.0,-16.0,-5.0,-6.0,1.0,-13.0
-7.0,-4.0,-9.0,0.0,-3.0,3.0,-8.0,-5.0
116.0,127.0,127.0,127.0,127.0,127.0,125.0,104.0
-9.0,-2.0,-7.0,-7.0,1.0,-8.0,-3.0,-16.0
2.0,-3.0,1.0,4.0,3.0,9.0,8.0,36.0
3.0,1.0,4.0,-5.0,0.0,-8.0,-7.0,1.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
-8.0,-3.0,-5.0,3.0,3.0,-2.0,-6.0,-10.0
1.0,1.0,4.0,3.0,1.0,2.0,2.0,-8.0
4.0,-6.0,-10.0,-8.0,4.0,2.0,0.0,26.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
7.0,-6.0,-2.0,-6.0,3.0,-5.0,1.0,31.0
-11.0,-3.0,-6.0,-10.0,1.0,-11.0,-7.0,-25.0
5.0,-5.0,1.0,14.0,-2.0,9.0,9.0,15.0
127.0,127.0,127.0,127.0,127.0,122.0,127.0,127.0
7.0,1.0,0.0,-3.0,0.0,4.0,7.0,27.0
0.0,-2.0,-5.0,-10.0,-2.0,-6.0,-8.0,-3.0
0.0,3.0,4.0,5.0,4.0,11.0,-2.0,-7.0
127.0,127.0,127.0,127.0,125.0,123.0,127.0,127.0
4.0,0.0,2.0,-9.0,-1.0,-6.0,1.0,15.0
-5.0,-4.0,-3.0,1.0,-6.0,6.0,9.0,18.0
1.0,1.0,4.0,23.0,5.0,-3.0,-4.0,-12.0
127.0,127.0,127.0,123.0,121.0,127.0,123.0,127.0
-10.0,-2.0,1.0,7.0,1.0,-2.0,0.0,-8.0
-7.0,-5.0,-6.0,-1.0,3.0,-8.0,-4.0,-18.0
22.0,4.0,5.0,-6.0,1.0,-7.0,9.0,55.0
127.0,127.0,127.0,127.0,127.0,119.0,127.0,122.0
4.0,4.0,7.0,14.0,1.0,9.0,2.0,-4.0
-5.0,-1.0,2.0,3.0,0.0,-7.0,-1.0,8.0
6.0,3.0,-7.0,-17.0,-1.0,-8.0,-2.0,-3.0
127.0,121.0,116.0,119.0,127.0,127.0,127.0,127.0
4.0,5.0,4.0,-11.0,-6.0,5.0,4.0,-3.0
0.0,0.0,-5.0,-2.0,4.0,1.0,0.0,6.0
-9.0,-2.0,-1.0,-7.0,-5.0,-21.0,-7.0,-13.0
122.0,126.0,119.0,90.0,119.0,115.0,123.0,125.0
-1.0,-1.0,2.0,12.0,-5.0,5.0,6.0,2.0
0.0,6.0,6.0,-12.0,0.0,-6.0,-6.0,-6.0
-6.0,-9.0,-5.0,2.0,0.0,7.0,3.0,-4.0
127.0,127.0,122.0,127.0,127.0,127.0,124.0,126.0
-4.0,-4.0,-3.0,-14.0,3.0,-11.0,-2.0,-2.0
6.0,7.0,1.0,-7.0,-3.0,-2.0,-1.0,12.0
-5.0,4.0,5.0,12.0,0.0,0.0,-4.0,-17.0
127.0,127.0,127.0,127.0,121.0,125.0,116.0,116.0
-2.0,-1.0,-7.0,-7.0,3.0,-3.0,-2.0,-7.0
1.0,-5.0,-6.0,-4.0,-1.0,1.0,-2.0,4.0
2.0,4.0,3.0,10.0,-1.0,0.0,0.0,7.0
117.0,127.0,127.0,122.0,127.0,123.0,125.0,109.0
5.0,1.0,2.0,11.0,0.0,-8.0,-6.0,4.0
4.0,0.0,5.0,4.0,-2.0,6.0,10.0,24.0
-8.0,-5.0,-6.0,-23.0,-4.0,-7.0,-6.0,-16.0
127.0,127.0,124.0,127.0,125.0,127.0,127.0,117.0
-2.0,-2.0,-3.0,-7.0,-1.0,-4.0,-2.0,-2.0
-2.0,-1.0,1.0,1.0,-3.0,7.0,-3.0,-26.0
15.0,5.0,3.0,10.0,-1.0,9.0,6.0,42.0
111.0,124.0,127.0,127.0,127.0,125.0,125.0,85.0
-3.0,-1.0,3.0,6.0,-2.0,1.0,-3.0,-4.0
2.0,0.0,-2.0,-9.0,-2.0,1.0,2.0,-2.0
-4.0,-2.0,2.0,14.0,3.0,-4.0,-2.0,0.0
124.0,122.0,125.0,127.0,126.0,112.0,127.0,127.0
-6.0,-3.0,2.0,3.0,-1.0,1.0,-5.0,-11.0
2.0,-4.0,-10.0,-10.0,-4.0,-3.0,-1.0,16.0
-9.0,-2.0,-4.0,-15.0,-4.0,8.0,0.0,-4.0
124.0,127.0,127.0,127.0,127.0,127.0,127.0,124.0
3.0,-3.0,-6.0,5.0,-5.0,-1.0,4.0,17.0
-2.0,2.0,6.0,-1.0,2.0,5.0,-1.0,-15.0
-7.0,-1.0,3.0,-13.0,-1.0,6.0,5.0,-12.0
121.0,126.0,127.0,127.0,121.0,113.0,127.0,102.0
10.0,-1.0,-9.0,-31.0,1.0,-15.0,-5.0,16.0
2.0,1.0,1.0,16.0,-5.0,-5.0,-2.0,-8.0
-7.0,1.0,3.0,-13.0,1.0,-1.0,1.0,-11.0
127.0,120.0,116.0,111.0,127.0,127.0,126.0,120.0
-4.0,-5.0,-4.0,-7.0,1.0,-7.0,-8.0,-16.0
-9.0,-4.0,1.0,14.0,-2.0,1.0,-4.0,-5.0
11.0,5.0,-1.0,-7.0,1.0,6.0,2.0,10.0
124.0,124.0,120.0,116.0,127.0,127.0,119.0,126.0
1.0,3.0,2.0,16.0,-2.0,-1.0,-2.0,-13.0
-6.0,1.0,1.0,0.0,0.0,-7.0,1.0,-8.0
-4.0,-5.0,-5.0,-9.0,-1.0,-9.0,-4.0,-19.0
125.0,127.0,127.0,127.0,127.0,127.0,126.0,127.0
-4.0,-2.0,-4.0,-15.0,-4.0,-2.0,-3.0,-5.0
6.0,-7.0,1.0,5.0,2.0,0.0,2.0,7.0
0.0,0.0,-3.0,-1.0,3.0,-15.0,-2.0,-3.0
127.0,127.0,127.0,119.0,119.0,119.0,122.0,122.0
6.0,-1.0,-3.0,-15.0,4.0,-1.0,9.0,-13.0
1.0,6.0,3.0,21.0,2.0,-13.0,2.0,-6.0
6.0,-7.0,-7.0,-18.0,-5.0,-26.0,-8.0,23.0
127.0,122.0,118.0,111.0,126.0,121.0,124.0,127.0
1.0,1.0,-4.0,-4.0,-1.0,-8.0,-6.0,3.0
-4.0,-7.0,-3.0,9.0,2.0,-2.0,10.0,4.0
-7.0,-5.0,-3.0,-4.0,4.0,-5.0,-4.0,-29.0
127.0,126.0,125.0,101.0,127.0,124.0,127.0,127.0
-2.0,-3.0,-2.0,-7.0,-1.0,1.0,-5.0,-7.0
6.0,0.0,-3.0,-4.0,-1.0,-5.0,-5.0,-1.0
-3.0,1.0,7.0,28.0,-5.0,5.0,2.0,7.0
121.0,127.0,127.0,127.0,127.0,127.0,123.0,118.0
-8.0,-3.0,1.0,15.0,-3.0,-3.0,4.0,-4.0
5.0,3.0,3.0,-9.0,1.0,-8.0,-2.0,6.0
-6.0,-2.0,-5.0,-10.0,-1.0,-4.0,3.0,-14.0
127.0,127.0,127.0,127.0,124.0,120.0,122.0,127.0
-3.0,0.0,2.0,-2.0,3.0,0.0,-2.0,3.0
1.0,1.0,-2.0,3.0,0.0,0.0,-5.0,-14.0
-2.0,0.0,3.0,3.0,1.0,3.0,4.0,2.0
127.0,127.0,127.0,127.0,124.0,124.0,126.0,127.0
-6.0,-2.0,7.0,5.0,-2.0,2.0,-1.0,-9.0
-7.0,-1.0,-2.0,-8.0,-3.0,3.0,-6.0,-8.0
18.0,-1.0,-4.0,-8.0,-1.0,8.0,7.0,52.0
127.0,127.0,127.0,118.0,126.0,117.0,126.0,127.0
2.0,-1.0,-1.0,-3.0,0.0,-4.0,1.0,0.0
-7.0,-3.0,2.0,19.0,2.0,0.0,-2.0,-5.0
4.0,-1.0,-8.0,-10.0,-1.0,-9.0,-4.0,-10.0
127.0,124.0,127.0,127.0,127.0,125.0,127.0,127.0
