2.0,-5.0,-4.0,-3.0,-3.0,-10.0,-1.0,0.0
6.0,4.0,13.0,9.0,2.0,11.0,0.0,0.0
-7.0,-3.0,-4.0,0.0,0.0,7.0,4.0,10.0
4.0,-2.0,-2.0,0.0,-2.0,0.0,-4.0,0.0
-8.0,-2.0,-4.0,-2.0,1.0,-3.0,0.0,-20.0
15.0,8.0,4.0,-3.0,0.0,-5.0,-2.0,11.0
-10.0,-5.0,-10.0,-1.0,5.0,14.0,5.0,-2.0
-11.0,-6.0,-11.0,-1.0,6.0,2.0,-5.0,-19.0
11.0,1.0,5.0,1.0,6.0,14.0,9.0,36.0
3.0,-5.0,-5.0,2.0,1.0,5.0,-4.0,-1.0
0.0,7.0,5.0,-2.0,-1.0,9.0,-1.0,8.0
-6.0,-7.0,-2.0,0.0,-3.0,12.0,-1.0,-25.0
-5.0,1.0,5.0,4.0,-8.0,-14.0,0.0,-8.0
4.0,-3.0,-3.0,-5.0,-2.0,6.0,1.0,6.0
-4.0,-4.0,-8.0,4.0,-3.0,-4.0,-2.0,-3.0
0.0,5.0,4.0,-6.0,2.0,-5.0,1.0,7.0
0.0,-3.0,-2.0,-6.0,-6.0,-16.0,-6.0,-4.0
-2.0,2.0,-5.0,-2.0,-4.0,-1.0,-1.0,-7.0
-1.0,-7.0,0.0,-2.0,-4.0,-6.0,-3.0,-8.0
2.0,-3.0,-10.0,-5.0,-5.0,0.0,-2.0,11.0
-12.0,-4.0,-2.0,2.0,-1.0,5.0,-1.0,-3.0
120.0,122.0,127.0,127.0,124.0,127.0,119.0,124.0
2.0,-1.0,11.0,0.0,4.0,-3.0,-3.0,-17.0
4.0,-1.0,-10.0,-4.0,1.0,5.0,4.0,13.0
4.0,4.0,9.0,2.0,0.0,-2.0,-1.0,4.0
127.0,127.0,127.0,127.0,127.0,127.0,125.0,123.0
-5.0,0.0,-7.0,-19.0,-11.0,-7.0,2.0,-12.0
9.0,3.0,10.0,9.0,0.0,-5.0,-1.0,13.0
0.0,5.0,1.0,-1.0,-2.0,3.0,1.0,-8.0
127.0,122.0,127.0,124.0,122.0,122.0,124.0,116.0
2.0,-1.0,-6.0,1.0,4.0,3.0,0.0,-11.0
2.0,1.0,11.0,-2.0,1.0,0.0,0.0,6.0
-4.0,2.0,-2.0,-5.0,5.0,6.0,1.0,-9.0
127.0,121.0,117.0,124.0,126.0,122.0,121.0,127.0
1.0,3.0,-1.0,-7.0,-3.0,3.0,0.0,10.0
